match_id,team_1,team_2,team_1_runs,team_2_runs,winner,venue,toss_winner,toss_decision
247460,Sri Lanka,Bermuda,321,78,Sri Lanka,"Queen's Park Oval, Port of Spain",Sri Lanka,bat
247461,Ireland,Zimbabwe,221,221,Zimbabwe,"Sabina Park, Kingston",Zimbabwe,field
247462,South Africa,Netherlands,353,132,South Africa,"Warner Park, Basseterre",Netherlands,field
247463,England,New Zealand,209,210,New Zealand,"Beausejour Stadium, Gros Islet",New Zealand,field
247464,India,Bangladesh,191,192,Bangladesh,"Queen's Park Oval, Port of Spain",India,bat
247465,Pakistan,Ireland,132,133,Ireland,"Sabina Park, Kingston",Ireland,field
247466,Australia,Netherlands,358,129,Australia,"Warner Park, Basseterre",Australia,bat
247467,England,Canada,279,228,England,"Beausejour Stadium, Gros Islet",Canada,field
247468,India,Bermuda,413,156,India,"Queen's Park Oval, Port of Spain",Bermuda,field
247469,Zimbabwe,West Indies,202,204,West Indies,"Sabina Park, Kingston",West Indies,field
247470,Scotland,South Africa,186,188,South Africa,"Warner Park, Basseterre",South Africa,field
247471,New Zealand,Kenya,331,183,New Zealand,"Beausejour Stadium, Gros Islet",Kenya,field
247472,Sri Lanka,Bangladesh,318,112,Sri Lanka,"Queen's Park Oval, Port of Spain",Bangladesh,field
247473,Pakistan,Zimbabwe,349,99,Pakistan,"Sabina Park, Kingston",Zimbabwe,field
247474,Scotland,Netherlands,136,140,Netherlands,"Warner Park, Basseterre",Netherlands,field
247475,New Zealand,Canada,363,249,New Zealand,"Beausejour Stadium, Gros Islet",Canada,field
247476,Sri Lanka,India,254,185,Sri Lanka,"Queen's Park Oval, Port of Spain",India,field
247477,Ireland,West Indies,183,190,West Indies,"Sabina Park, Kingston",Ireland,bat
247478,Australia,South Africa,377,294,Australia,"Warner Park, Basseterre",South Africa,field
247479,Kenya,England,177,178,England,"Beausejour Stadium, Gros Islet",Kenya,bat
247480,Bermuda,Bangladesh,94,96,Bangladesh,"Queen's Park Oval, Port of Spain",Bangladesh,field
247481,Australia,West Indies,322,219,Australia,"Sir Vivian Richards Stadium, North Sound",West Indies,field
247482,Sri Lanka,South Africa,209,212,South Africa,Providence Stadium,Sri Lanka,bat
247483,West Indies,New Zealand,177,179,New Zealand,"Sir Vivian Richards Stadium, North Sound",New Zealand,field
247484,England,Ireland,266,218,England,Providence Stadium,England,bat
247485,Bangladesh,Australia,104,106,Australia,"Sir Vivian Richards Stadium, North Sound",Australia,field
247486,Sri Lanka,West Indies,303,190,Sri Lanka,Providence Stadium,West Indies,field
247487,Bangladesh,New Zealand,174,178,New Zealand,"Sir Vivian Richards Stadium, North Sound",New Zealand,field
247488,Ireland,South Africa,152,165,South Africa,Providence Stadium,South Africa,field
247489,Sri Lanka,England,235,233,Sri Lanka,"Sir Vivian Richards Stadium, North Sound",England,field
247490,Bangladesh,South Africa,251,184,Bangladesh,Providence Stadium,South Africa,field
247491,England,Australia,247,248,Australia,"Sir Vivian Richards Stadium, North Sound",England,bat
247492,New Zealand,Ireland,263,134,New Zealand,Providence Stadium,New Zealand,bat
247493,South Africa,West Indies,356,289,South Africa,"National Cricket Stadium, St George's",West Indies,field
247494,Bangladesh,England,143,147,England,"Kensington Oval, Bridgetown",England,field
247495,New Zealand,Sri Lanka,219,222,Sri Lanka,"National Cricket Stadium, St George's",New Zealand,bat
247496,Ireland,Australia,91,92,Australia,"Kensington Oval, Bridgetown",Australia,field
247497,South Africa,New Zealand,193,196,New Zealand,"National Cricket Stadium, St George's",New Zealand,field
247498,Ireland,Bangladesh,243,169,Ireland,"Kensington Oval, Bridgetown",Ireland,bat
247499,Sri Lanka,Australia,226,232,Australia,"National Cricket Stadium, St George's",Sri Lanka,bat
247500,England,South Africa,154,157,South Africa,"Kensington Oval, Bridgetown",England,bat
247501,Ireland,Sri Lanka,77,81,Sri Lanka,"National Cricket Stadium, St George's",Sri Lanka,field
247502,West Indies,Bangladesh,230,131,West Indies,"Kensington Oval, Bridgetown",Bangladesh,field
247503,Australia,New Zealand,348,133,Australia,"National Cricket Stadium, St George's",Australia,bat
247504,West Indies,England,300,301,England,"Kensington Oval, Bridgetown",England,field
247505,Sri Lanka,New Zealand,289,208,Sri Lanka,"Sabina Park, Kingston",Sri Lanka,bat
247506,South Africa,Australia,149,153,Australia,"Beausejour Stadium, Gros Islet",South Africa,bat
247507,Australia,Sri Lanka,281,215,Australia,"Kensington Oval, Bridgetown",Australia,bat
249207,Zimbabwe,Bangladesh,197,201,Bangladesh,Harare Sports Club,Zimbabwe,bat
249211,South Africa,India,248,91,South Africa,Kingsmead,South Africa,bat
249212,South Africa,India,274,168,South Africa,Newlands,South Africa,bat
249213,South Africa,India,243,163,South Africa,St George's Park,South Africa,bat
249214,India,South Africa,200,201,South Africa,SuperSport Park,South Africa,field
249228,Australia,New Zealand,289,184,Australia,Bellerive Oval,Australia,bat
249229,New Zealand,Australia,218,224,Australia,Sydney Cricket Ground,New Zealand,bat
249230,Australia,New Zealand,343,335,Australia,Western Australia Cricket Association Ground,Australia,bat
249231,New Zealand,Australia,290,291,Australia,Melbourne Cricket Ground,New Zealand,bat
249232,England,Australia,242,246,Australia,Melbourne Cricket Ground,England,bat
249233,England,Australia,155,156,Australia,"Brisbane Cricket Ground, Woolloongabba",England,bat
249234,England,Australia,110,111,Australia,Adelaide Oval,England,bat
249235,England,Australia,292,200,England,Sydney Cricket Ground,England,bat
249236,New Zealand,England,205,206,England,Bellerive Oval,New Zealand,bat
249237,New Zealand,England,210,120,New Zealand,Adelaide Oval,New Zealand,bat
249238,New Zealand,England,318,260,New Zealand,Western Australia Cricket Association Ground,New Zealand,bat
249239,England,New Zealand,270,256,England,"Brisbane Cricket Ground, Woolloongabba",England,bat
249240,Australia,England,252,253,England,Melbourne Cricket Ground,Australia,bat
249241,England,Australia,246,152,England,Sydney Cricket Ground,England,bat
249378,Kenya,Bangladesh,168,170,Bangladesh,Gymkhana Club Ground,Bangladesh,field
249379,Kenya,Bangladesh,184,185,Bangladesh,Gymkhana Club Ground,Kenya,bat
249380,Kenya,Bangladesh,118,120,Bangladesh,Gymkhana Club Ground,Bangladesh,field
249739,Sri Lanka,Bangladesh,302,265,Sri Lanka,"Punjab Cricket Association Stadium, Mohali",Bangladesh,field
249740,Zimbabwe,West Indies,85,90,West Indies,"Sardar Patel Stadium, Motera",Zimbabwe,bat
249741,Sri Lanka,Zimbabwe,285,141,Sri Lanka,"Sardar Patel Stadium, Motera",Sri Lanka,bat
249742,Bangladesh,West Indies,161,164,West Indies,Sawai Mansingh Stadium,Bangladesh,bat
249743,Bangladesh,Zimbabwe,231,130,Bangladesh,Sawai Mansingh Stadium,Zimbabwe,field
249744,West Indies,Sri Lanka,80,83,Sri Lanka,Brabourne Stadium,West Indies,bat
249745,England,India,125,126,India,Sawai Mansingh Stadium,India,field
249746,New Zealand,South Africa,195,108,New Zealand,Brabourne Stadium,South Africa,field
249747,Sri Lanka,Pakistan,253,255,Pakistan,Sawai Mansingh Stadium,Sri Lanka,bat
249748,West Indies,Australia,234,224,West Indies,Brabourne Stadium,West Indies,bat
249749,New Zealand,Sri Lanka,165,166,Sri Lanka,Brabourne Stadium,New Zealand,bat
249750,England,Australia,169,170,Australia,Sawai Mansingh Stadium,Australia,field
249751,South Africa,Sri Lanka,219,141,South Africa,"Sardar Patel Stadium, Motera",Sri Lanka,field
249752,New Zealand,Pakistan,274,223,New Zealand,"Punjab Cricket Association Stadium, Mohali",Pakistan,field
249753,India,West Indies,223,224,West Indies,"Sardar Patel Stadium, Motera",West Indies,field
249754,South Africa,Pakistan,213,89,South Africa,"Punjab Cricket Association Stadium, Mohali",South Africa,bat
249755,West Indies,England,272,276,England,"Sardar Patel Stadium, Motera",West Indies,bat
249756,India,Australia,249,252,Australia,"Punjab Cricket Association Stadium, Mohali",India,bat
249757,Australia,New Zealand,240,206,Australia,"Punjab Cricket Association Stadium, Mohali",New Zealand,field
249758,South Africa,West Indies,258,262,West Indies,Sawai Mansingh Stadium,South Africa,bat
249759,West Indies,Australia,138,116,West Indies,Brabourne Stadium,West Indies,bat
250668,South Africa,Pakistan,392,228,South Africa,SuperSport Park,Pakistan,field
250669,Pakistan,South Africa,351,210,Pakistan,Kingsmead,Pakistan,bat
250671,Pakistan,South Africa,107,113,South Africa,Newlands,South Africa,field
250672,Pakistan,South Africa,153,156,South Africa,New Wanderers Stadium,Pakistan,bat
251489,New Zealand,Sri Lanka,285,289,Sri Lanka,McLean Park,New Zealand,bat
251491,Sri Lanka,New Zealand,112,110,Sri Lanka,Jade Stadium,New Zealand,field
251492,Sri Lanka,New Zealand,262,73,Sri Lanka,Eden Park,Sri Lanka,bat
251494,Australia,New Zealand,148,149,New Zealand,Westpac Stadium,New Zealand,field
251495,Australia,New Zealand,336,340,New Zealand,Eden Park,New Zealand,field
251496,Australia,New Zealand,346,350,New Zealand,Seddon Park,Australia,bat
255961,Zimbabwe,South Africa,201,202,South Africa,Goodyear Park,Zimbabwe,bat
256607,India,West Indies,309,141,India,Kinrara Academy Oval,India,bat
256608,Australia,India,244,35,Australia,Kinrara Academy Oval,Australia,bat
256610,Australia,West Indies,272,273,West Indies,Kinrara Academy Oval,Australia,bat
256612,India,West Indies,162,146,India,Kinrara Academy Oval,India,bat
256614,Australia,India,213,195,Australia,Kinrara Academy Oval,Australia,bat
256615,Australia,West Indies,240,113,Australia,Kinrara Academy Oval,Australia,bat
257470,South Africa,Zimbabwe,418,247,South Africa,Sedgars Park,South Africa,bat
257769,West Indies,Pakistan,151,154,Pakistan,Iqbal Stadium,Pakistan,field
257770,West Indies,Pakistan,207,192,West Indies,Gaddafi Stadium,Pakistan,field
257771,Pakistan,West Indies,209,212,West Indies,Multan Cricket Stadium,Pakistan,bat
257772,West Indies,Pakistan,238,239,Pakistan,National Stadium,Pakistan,field
258465,England,West Indies,225,146,England,Lord's,West Indies,field
258466,West Indies,England,278,217,West Indies,Edgbaston,England,field
258467,West Indies,England,289,196,West Indies,Trent Bridge,West Indies,bat
258471,England,India,288,184,England,The Rose Bowl,India,field
258472,India,England,329,320,India,County Ground,India,bat
258473,England,India,281,239,England,Edgbaston,India,field
258474,India,England,212,213,England,Old Trafford,India,bat
258475,India,England,324,242,India,Headingley,England,field
258476,England,India,316,317,India,Kennington Oval,England,bat
258477,India,England,187,188,England,Lord's,India,bat
259384,Bermuda,Canada,235,239,Canada,Sedgars Park,Canada,field
259389,Netherlands,Bermuda,91,94,Bermuda,Willowmoore Park,Netherlands,bat
259390,Bermuda,Canada,178,179,Canada,Willowmoore Park,Canada,field
259391,Canada,Netherlands,223,205,Canada,Willowmoore Park,Netherlands,field
259793,Zimbabwe,South Africa,152,156,South Africa,Buffalo Park,Zimbabwe,bat
264068,Zimbabwe,Bangladesh,217,218,Bangladesh,Shaheed Chandu Stadium,Bangladesh,field
264069,Bangladesh,Zimbabwe,220,194,Bangladesh,Shaheed Chandu Stadium,Zimbabwe,field
264070,Zimbabwe,Bangladesh,146,147,Bangladesh,Shere Bangla National Stadium,Bangladesh,field
264071,Zimbabwe,Bangladesh,193,197,Bangladesh,Shere Bangla National Stadium,Bangladesh,field
267386,Canada,Bermuda,162,106,Canada,Gymkhana Club Ground,Bermuda,field
267387,Bermuda,Netherlands,194,198,Netherlands,Ruaraka Sports Club Ground,Netherlands,field
267389,Scotland,Kenya,254,177,Scotland,Gymkhana Club Ground,Scotland,bat
267391,Kenya,Canada,250,92,Kenya,Jaffery Sports Club Ground,Kenya,bat
267708,India,West Indies,268,270,West Indies,"MA Chidambaram Stadium, Chepauk",West Indies,field
267709,India,West Indies,341,181,India,Indian Petrochemicals Corporation Limited Sports Complex Ground,West Indies,field
267712,Sri Lanka,India,257,252,Sri Lanka,Madhavrao Scindia Cricket Ground,India,field
267713,Sri Lanka,India,259,263,India,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,India,field
267715,Sri Lanka,India,230,233,India,"Nehru Stadium, Fatorda",Sri Lanka,bat
275789,Scotland,India,203,212,India,Titwood,India,field
282688,Bangladesh,India,250,251,India,Shere Bangla National Stadium,Bangladesh,bat
282689,India,Bangladesh,284,238,India,Shere Bangla National Stadium,India,bat
289107,Asia XI,Africa XI,317,283,Asia XI,M Chinnaswamy Stadium,Asia XI,bat
289108,Asia XI,Africa XI,337,306,Asia XI,"MA Chidambaram Stadium, Chepauk",Asia XI,bat
289110,Asia XI,Africa XI,331,318,Asia XI,"MA Chidambaram Stadium, Chepauk",Asia XI,bat
291217,Sri Lanka,England,269,150,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,bat
291218,England,Sri Lanka,234,169,England,Rangiri Dambulla International Stadium,England,bat
291220,Sri Lanka,England,211,212,England,R Premadasa Stadium,Sri Lanka,bat
291221,Sri Lanka,England,211,104,Sri Lanka,R Premadasa Stadium,Sri Lanka,bat
291345,New Zealand,Australia,254,255,Australia,Adelaide Oval,New Zealand,bat
291347,Australia,New Zealand,282,168,Australia,Bellerive Oval,New Zealand,field
291359,India,Australia,194,51,India,"Brisbane Cricket Ground, Woolloongabba",India,bat
291361,Australia,Sri Lanka,253,125,Australia,Sydney Cricket Ground,Australia,bat
291362,Australia,India,159,160,India,Melbourne Cricket Ground,Australia,bat
291364,Australia,Sri Lanka,236,173,Australia,Western Australia Cricket Association Ground,Australia,bat
291365,Australia,India,203,153,Australia,Adelaide Oval,Australia,bat
291366,Sri Lanka,India,238,239,India,Adelaide Oval,Sri Lanka,bat
291367,Australia,Sri Lanka,184,77,Australia,Melbourne Cricket Ground,Sri Lanka,field
291368,Australia,India,317,299,Australia,Sydney Cricket Ground,Australia,bat
291369,Sri Lanka,India,179,180,India,Bellerive Oval,India,field
291370,Sri Lanka,Australia,221,208,Sri Lanka,Melbourne Cricket Ground,Sri Lanka,bat
291371,Australia,India,239,242,India,Sydney Cricket Ground,Australia,bat
291372,India,Australia,258,249,India,"Brisbane Cricket Ground, Woolloongabba",India,bat
293071,Ireland,India,193,171,Ireland,"Civil Service Cricket Club, Stormont",India,field
293072,South Africa,Ireland,173,131,South Africa,"Civil Service Cricket Club, Stormont",Ireland,field
293076,India,South Africa,242,245,South Africa,"Civil Service Cricket Club, Stormont",South Africa,field
293077,South Africa,India,226,227,India,"Civil Service Cricket Club, Stormont",India,field
293078,South Africa,India,148,152,India,"Civil Service Cricket Club, Stormont",India,field
293481,Sri Lanka,Bangladesh,234,164,Sri Lanka,P Saravanamuttu Stadium,Bangladesh,field
293482,Bangladesh,Sri Lanka,137,141,Sri Lanka,R Premadasa Stadium,Sri Lanka,field
293483,Sri Lanka,Bangladesh,196,157,Sri Lanka,R Premadasa Stadium,Bangladesh,field
296685,Canada,Kenya,230,233,Kenya,Gymkhana Club Ground,Kenya,field
296687,Canada,Kenya,189,193,Kenya,Gymkhana Club Ground,Canada,bat
296904,England,New Zealand,307,193,England,Riverside Ground,New Zealand,field
296905,England,New Zealand,162,127,England,Edgbaston,New Zealand,field
296906,New Zealand,England,182,160,New Zealand,County Ground,England,field
296907,England,New Zealand,245,246,New Zealand,Kennington Oval,New Zealand,field
296908,New Zealand,England,266,215,New Zealand,Lord's,England,field
296914,England,South Africa,275,255,England,Headingley,England,bat
296915,South Africa,England,83,85,England,Trent Bridge,South Africa,bat
296916,England,South Africa,296,170,England,Kennington Oval,South Africa,field
296917,South Africa,England,183,137,South Africa,Lord's,England,field
297793,Australia,India,307,9,Australia,M Chinnaswamy Stadium,Australia,bat
297794,Australia,India,306,222,Australia,Nehru Stadium,India,field
297795,Australia,India,290,243,Australia,"Rajiv Gandhi International Stadium, Uppal",Australia,bat
297796,India,Australia,291,283,India,Sector 16 Stadium,India,bat
297797,India,Australia,148,149,Australia,Reliance Stadium,India,bat
297798,Australia,India,317,299,Australia,Vidarbha Cricket Association Ground,Australia,bat
297799,Australia,India,193,195,India,Wankhede Stadium,Australia,bat
297801,Pakistan,India,239,242,India,Nehru Stadium,Pakistan,bat
297802,India,Pakistan,321,322,Pakistan,"Punjab Cricket Association Stadium, Mohali",India,bat
297803,India,Pakistan,294,248,India,Green Park,Pakistan,field
297804,Pakistan,India,255,260,India,Captain Roop Singh Stadium,Pakistan,bat
297805,Pakistan,India,306,275,Pakistan,Sawai Mansingh Stadium,India,field
298796,New Zealand,South Africa,248,249,South Africa,Kingsmead,South Africa,field
298797,South Africa,New Zealand,209,210,New Zealand,St George's Park,South Africa,bat
298798,New Zealand,South Africa,238,242,South Africa,Newlands,New Zealand,bat
298805,West Indies,South Africa,175,176,South Africa,SuperSport Park,South Africa,field
298806,South Africa,West Indies,255,169,South Africa,Newlands,South Africa,bat
298807,West Indies,South Africa,252,256,South Africa,St George's Park,West Indies,bat
298808,West Indies,South Africa,263,266,South Africa,Kingsmead,West Indies,bat
298809,West Indies,South Africa,295,211,West Indies,New Wanderers Stadium,South Africa,field
299006,South Africa,Pakistan,294,249,South Africa,Gaddafi Stadium,South Africa,bat
299007,Pakistan,South Africa,265,240,Pakistan,Gaddafi Stadium,Pakistan,bat
299008,South Africa,Pakistan,197,202,Pakistan,Iqbal Stadium,South Africa,bat
299009,Pakistan,South Africa,230,233,South Africa,Multan Cricket Stadium,Pakistan,bat
299010,South Africa,Pakistan,233,219,South Africa,Gaddafi Stadium,South Africa,bat
300426,Bangladesh,New Zealand,201,203,New Zealand,Eden Park,New Zealand,field
300427,New Zealand,Bangladesh,335,181,New Zealand,McLean Park,New Zealand,bat
300428,Bangladesh,New Zealand,93,95,New Zealand,Queenstown Events Centre,New Zealand,field
300437,England,New Zealand,130,131,New Zealand,Westpac Stadium,England,bat
300438,England,New Zealand,158,165,New Zealand,Seddon Park,New Zealand,field
300439,New Zealand,England,234,229,New Zealand,Eden Park,England,field
300440,England,New Zealand,340,340,New Zealand,McLean Park,New Zealand,field
300441,England,New Zealand,242,213,England,AMI Stadium,New Zealand,field
300486,Zimbabwe,South Africa,206,210,South Africa,Queens Sports Club,Zimbabwe,bat
